CET,Temperatura maksymalnaC,Temperatura średniaC,Temperatura minimalnaC, Mean Wilgotność, Max Ciśnienie na poziomie morzahPa, Mean Ciśnienie na poziomie morzahPa, Min Ciśnienie na poziomie morzahPa, Max Prędkość wiatruKm/h, Mean Prędkość wiatruKm/h, CloudCover
2008-9-24,11,10,9,95,1022,1019,1016,14,8,6
2008-9-25,13,11,9,85,1029,1025,1022,24,14,6
2008-9-26,15,10,5,77,1031,1030,1029,24,11,4
2008-9-27,16,10,4,78,1031,1030,1027,19,5,1
2008-9-28,17,9,1,83,1027,1023,1020,21,5,2
2008-9-29,16,9,3,77,1020,1016,1013,19,6,3
2008-9-30,15,12,9,76,1013,1010,1007,24,10,6
2008-10-1,14,12,10,79,1006,1003,1002,37,21,6
2008-10-2,17,14,12,66,1007,1005,1003,29,21,5
2008-10-3,13,10,8,87,1010,1008,1007,11,6,6
2008-10-4,8,7,6,91,1015,1012,1010,13,5,6
2008-10-5,12,6,1,76,1016,1014,1011,16,8,3
2008-10-6,15,10,6,72,1016,1013,1011,16,8,6
2008-10-7,12,11,10,95,1019,1017,1016,14,5,6
2008-10-8,14,10,6,93,1022,1020,1018,11,5,5
2008-10-9,18,11,4,90,1031,1026,1022,10,3,2
2008-10-10,14,9,5,89,1035,1033,1031,13,5,5
2008-10-11,17,10,4,85,1033,1031,1030,14,3,5
2008-10-12,19,14,8,83,1030,1027,1025,14,10,0
2008-10-13,19,11,4,87,1026,1023,1020,11,3,4
2008-10-14,18,14,11,81,1020,1018,1017,23,13,6
2008-10-15,16,13,12,88,1019,1018,1015,13,8,6
2008-10-16,17,13,11,89,1015,1009,1004,23,13,6
2008-10-17,12,8,5,82,1017,1011,1004,45,26,6
2008-10-18,12,8,5,78,1022,1021,1017,23,14,5
2008-10-19,12,7,2,76,1024,1022,1020,26,11,3
2008-10-20,15,8,1,74,1023,1021,1018,19,10,2
2008-10-21,18,9,1,77,1018,1016,1015,26,8,0
2008-10-22,17,10,4,83,1020,1018,1016,13,6,3
2008-10-23,10,4,-2,92,1030,1027,1021,23,13,4
2008-10-24,7,2,-3,91,1030,1029,1027,19,8,4
2008-10-25,8,4,0,90,1032,1031,1028,11,6,5
2008-10-26,12,4,-2,85,1031,1025,1019,21,6,0
2008-10-27,12,8,4,76,1018,1011,1008,24,13,
2008-10-28,12,9,7,83,1010,1010,1009,11,6,6
2008-10-29,17,12,8,81,1010,1005,1000,14,8,6
2008-10-30,20,14,8,61,1001,996,993,177,19,3
2008-10-31,15,8,1,72,1014,1010,1002,21,8,6
2008-11-1,17,11,5,78,1014,1012,1010,111,13,6
2008-11-2,19,12,5,87,1021,1018,1013,13,3,3
2008-11-3,12,9,7,95,1021,1019,1018,19,14,6
2008-11-4,15,10,5,90,1021,1020,1020,13,8,3
2008-11-5,19,12,6,82,1020,1018,1017,14,8,
2008-11-6,12,8,4,93,1020,1019,1018,23,11,6
2008-11-7,11,8,6,91,1020,1019,1018,21,13,6
2008-11-8,16,9,2,89,1024,1022,1020,10,5,3
2008-11-9,14,11,8,86,1027,1026,1024,23,8,4
2008-11-10,13,10,7,81,1027,1026,1025,24,10,
2008-11-11,13,8,4,72,1024,1020,1017,21,10,
2008-11-12,9,7,5,78,1020,1019,1018,55,8,6
2008-11-13,9,7,6,87,1026,1023,1020,8,5,6
2008-11-14,8,6,3,91,1027,1026,1024,13,3,6
2008-11-15,9,6,3,84,1025,1023,1022,19,14,6
2008-11-16,8,7,5,91,1023,1020,1016,39,16,6
2008-11-17,5,1,-3,88,1026,1023,1017,29,21,5
2008-11-18,3,-3,-8,79,1025,1017,1008,35,8,
2008-11-19,5,2,0,88,1011,1009,1006,34,24,6
2008-11-20,7,6,4,88,1006,1001,997,42,27,6
2008-11-21,5,2,0,86,997,992,985,40,24,5
2008-11-22,-1,-3,-4,93,992,990,989,35,21,5
2008-11-23,-1,-2,-3,92,996,993,989,39,27,6
2008-11-24,2,-2,-5,77,998,994,992,23,13,5
2008-11-25,2,0,-2,91,1013,1004,998,19,11,5
2008-11-26,1,0,-1,88,1019,1017,1013,23,16,6
2008-11-27,3,1,0,96,1021,1020,1018,23,16,6
2008-11-28,5,1,-2,83,1019,1014,1007,21,10,1
2008-11-29,3,0,-2,89,1007,1001,999,16,10,6
2008-11-30,12,6,1,76,1005,1002,1001,26,8,5
2008-12-1,9,6,2,74,1006,1003,999,24,11,5
2008-12-2,9,6,2,71,1010,1006,999,35,21,2
2008-12-3,3,1,-1,93,1010,1006,1003,11,5,5
2008-12-4,4,1,-2,90,1008,1003,995,14,6,4
2008-12-5,8,6,3,83,1000,996,992,27,10,5
2008-12-6,7,6,4,87,1009,1004,999,21,8,5
2008-12-7,4,3,2,92,1020,1014,1009,23,11,6
2008-12-8,2,1,0,93,1022,1021,1020,21,14,6
2008-12-9,4,1,-1,86,1020,1016,1014,148,14,6
2008-12-10,4,-1,-5,81,1014,1013,1013,13,6,5
2008-12-11,10,6,2,66,1013,1012,1011,16,11,
2008-12-12,6,2,-1,80,1018,1015,1011,13,6,2
2008-12-13,3,0,-2,89,1018,1015,1013,24,10,4
2008-12-14,4,1,-2,86,1017,1015,1012,26,19,
2008-12-15,4,1,-1,89,1021,1020,1018,26,18,4
2008-12-16,9,4,1,82,1020,1017,1014,13,8,6
2008-12-17,9,6,3,85,1014,1011,1009,13,8,5
2008-12-18,6,4,3,97,1015,1013,1010,16,6,6
2008-12-19,3,1,0,99,1015,1013,1012,14,11,7
2008-12-20,4,2,1,92,1019,1015,1012,26,16,6
2008-12-21,4,2,1,85,1025,1019,1013,34,24,6
2008-12-22,6,3,1,89,1024,1019,1015,42,19,6
2008-12-23,4,1,-2,80,1027,1022,1018,40,27,4
2008-12-24,0,-2,-5,94,1028,1024,1021,21,13,6
2008-12-25,-2,-3,-4,91,1037,1030,1022,16,11,5
2008-12-26,-2,-3,-3,87,1038,1038,1037,19,13,6
2008-12-27,-3,-4,-5,86,1037,1036,1036,13,8,6
2008-12-28,-5,-6,-6,86,1036,1035,1035,14,8,6
2008-12-29,-2,-6,-9,90,1039,1038,1036,14,6,5
2008-12-30,-1,-6,-11,88,1040,1038,1035,14,6,
2008-12-31,2,-4,-11,82,1034,1029,1023,11,5,
2009-1-1,-5,-7,-8,88,1022,1021,1020,24,18,6
2009-1-2,-3,-6,-9,94,1024,1022,1021,14,10,6
2009-1-3,-4,-7,-8,86,1025,1022,1015,27,14,5
2009-1-4,-4,-6,-6,90,1015,1012,1011,32,19,6
2009-1-5,-4,-7,-8,91,1022,1015,1010,27,11,6
2009-1-6,-9,-16,-22,89,1024,1023,1020,19,10,5
2009-1-7,-5,-12,-19,86,1020,1016,1013,29,8,5
2009-1-8,-5,-11,-16,91,1031,1027,1017,21,14,4
2009-1-9,-2,-6,-9,73,1030,1029,1027,24,14,6
2009-1-10,-1,-3,-5,90,1032,1030,1028,14,10,6
2009-1-11,0,-3,-8,74,1033,1032,1032,13,6,5
2009-1-12,-2,-6,-10,80,1032,1029,1025,16,10,
2009-1-13,-2,-6,-10,79,1025,1021,1017,21,11,
2009-1-14,-1,-6,-11,90,1017,1014,1013,11,6,7
2009-1-15,-1,-2,-3,94,1021,1018,1014,14,10,7
2009-1-16,0,-2,-4,96,1026,1024,1021,13,8,6
2009-1-17,-3,-8,-13,87,1025,1022,1017,11,5,4
2009-1-18,2,-2,-5,89,1017,1010,1004,21,10,5
2009-1-19,3,0,-2,80,1007,1004,1000,24,14,5
2009-1-20,6,1,-3,82,1004,1001,999,10,6,6
2009-1-21,7,3,1,86,1006,1005,1004,13,5,6
2009-1-22,3,1,0,99,1008,1006,1002,14,8,6
2009-1-23,6,3,0,97,1002,991,982,19,8,5
2009-1-24,5,2,0,87,995,987,983,16,8,5
2009-1-25,6,1,-5,90,1003,1000,995,10,2,3
2009-1-26,3,-1,-5,90,1007,1005,1003,23,8,5
2009-1-27,1,0,0,95,1014,1011,1008,13,8,6
2009-1-28,0,-1,-2,91,1017,1015,1014,24,16,6
2009-1-29,-1,-2,-2,86,1023,1020,1017,24,18,6
2009-1-30,0,-1,-2,92,1023,1022,1020,14,10,6
2009-1-31,-1,-2,-3,96,1020,1017,1015,14,8,6
2009-2-1,-1,-2,-3,88,1018,1016,1014,26,16,6
2009-2-2,0,-2,-3,89,1019,1017,1015,26,19,5
2009-2-3,2,-1,-3,87,1014,1007,1001,27,23,5
2009-2-4,3,0,-2,92,1000,999,998,8,3,6
2009-2-5,5,3,2,95,1002,1001,1000,10,5,6
2009-2-6,10,5,0,85,1001,998,995,13,8,5
2009-2-7,14,8,2,67,995,992,990,13,10,1
2009-2-8,6,2,-1,95,1002,994,990,23,10,6
2009-2-9,0,-2,-4,96,1009,1007,1003,16,11,5
2009-2-10,3,-1,-5,88,1008,999,994,19,8,4
2009-2-11,3,1,-1,92,1003,998,993,34,19,6
2009-2-12,-1,-2,-3,93,1009,1007,1004,27,23,6
2009-2-13,-2,-3,-4,96,1009,1008,1003,27,18,6
2009-2-14,0,-2,-3,96,1017,1011,1008,26,23,6
2009-2-15,-2,-3,-4,93,1020,1019,1017,26,18,6
2009-2-16,-2,-3,-4,95,1018,1016,1013,11,8,6
2009-2-17,-3,-6,-8,90,1017,1012,1010,21,10,5
2009-2-18,-2,-6,-10,95,1019,1017,1016,29,14,6
2009-2-19,-4,-8,-11,87,1022,1020,1018,24,14,5
2009-2-20,-2,-6,-8,94,1023,1021,1020,11,6,6
2009-2-21,-1,-8,-17,84,1027,1026,1023,13,6,5
2009-2-22,-1,-11,-20,83,1027,1019,1009,24,6,5
2009-2-23,1,-1,-3,96,1009,1007,1006,26,19,6
2009-2-24,1,0,0,99,1025,1017,1009,14,6,6
2009-2-25,2,1,0,90,1026,1025,1021,16,11,6
2009-2-26,11,6,0,89,1021,1015,1009,21,14,6
2009-2-27,3,1,0,93,1012,1009,1005,27,19,6
2009-2-28,3,-1,-4,81,1017,1014,1011,27,16,4
2009-3-1,5,-1,-7,76,1016,1015,1015,16,8,3
2009-3-2,9,3,-3,74,1015,1014,1013,16,10,6
2009-3-3,47,23,1,90,1015,1014,1013,10,6,6
2009-3-4,10,6,1,88,1013,1005,999,16,10,5
2009-3-5,11,7,3,83,998,992,989,29,18,6
2009-3-6,9,6,3,90,995,991,988,19,13,5
2009-3-7,3,1,0,97,1004,1000,995,19,10,6
2009-3-8,6,3,1,89,1005,1003,1001,27,21,5
2009-3-9,7,3,0,88,1007,1002,999,29,16,5
2009-3-10,7,3,-1,83,1009,1008,1006,148,35,5
2009-3-11,6,3,0,87,1016,1010,1005,23,11,5
2009-3-12,2,0,-1,93,1017,1016,1014,27,14,5
2009-3-13,3,0,-2,92,1019,1013,1009,16,8,6
2009-3-14,7,1,-5,88,1021,1020,1019,10,5,5
2009-3-15,6,2,-1,87,1021,1019,1017,19,8,6
2009-3-16,6,3,-1,91,1031,1027,1021,27,16,6
2009-3-17,6,1,-3,96,1030,1024,1018,29,10,5
2009-3-18,4,1,-1,72,1019,1018,1017,40,27,5
2009-3-19,2,-1,-4,90,1021,1018,1016,27,16,5
2009-3-20,1,-1,-3,88,1028,1026,1021,21,14,6
2009-3-21,4,-2,-7,78,1028,1025,1020,23,5,5
2009-3-22,3,0,-2,84,1020,1013,1008,32,18,6
2009-3-23,7,4,2,88,1007,1000,990,42,29,6
2009-3-24,5,0,-4,87,998,992,988,45,32,5
2009-3-25,0,-2,-4,78,1004,1002,999,37,26,6
2009-3-26,4,0,-4,79,1007,1005,1003,13,10,5
2009-3-27,9,4,1,78,1006,1004,1002,34,14,4
2009-3-28,14,9,5,70,1005,1003,1001,23,11,3
2009-3-29,11,8,5,86,1009,1007,1003,19,10,6
2009-3-30,7,4,3,91,1022,1015,1008,21,14,6
2009-3-31,12,6,0,76,1025,1024,1022,13,5,4
2009-4-1,15,6,-4,65,1023,1021,1020,16,6,
2009-4-2,14,7,0,66,1026,1024,1023,24,10,1
2009-4-3,20,9,-1,56,1023,1021,1018,16,8,
2009-4-4,21,10,0,63,1019,1017,1017,16,5,
2009-4-5,20,11,2,75,1031,1020,1018,19,6,1
2009-4-6,17,9,2,75,1021,1019,1016,16,6,
2009-4-7,21,12,3,63,1016,1014,1012,14,8,
2009-4-8,23,14,5,58,1015,1014,1013,16,6,2
2009-4-9,20,12,4,63,1017,1016,1015,19,8,3
2009-4-10,18,11,4,69,1017,1016,1014,19,8,1
2009-4-11,17,9,2,67,1014,1013,1012,23,14,
2009-4-12,13,8,4,81,1014,1014,1013,24,13,5
2009-4-13,15,9,3,79,1013,1012,1011,24,11,4
2009-4-14,17,9,1,73,1012,1011,1010,27,11,3
2009-4-15,18,8,-1,63,1016,1014,1012,21,8,
2009-4-16,17,9,1,58,1017,1014,1009,24,16,
2009-4-17,20,14,8,57,1009,1006,1004,26,14,2
2009-4-18,17,12,7,61,1018,1012,1007,24,13,4
2009-4-19,15,9,4,59,1025,1022,1018,19,10,3
2009-4-20,18,7,-3,52,1025,1024,1022,16,6,
2009-4-21,17,7,-2,53,1023,1022,1021,23,8,
2009-4-22,19,9,0,49,1021,1017,1013,14,10,
2009-4-23,16,9,3,75,1022,1017,1013,24,10,4
2009-4-24,17,10,3,67,1024,1022,1021,21,6,2
2009-4-25,18,10,2,45,1022,1021,1020,24,14,
2009-4-26,22,12,3,38,1021,1019,1016,19,11,
2009-4-27,23,14,6,34,1016,1014,1011,21,10,
2009-4-28,24,16,7,31,1012,1010,1008,19,10,
2009-4-29,23,12,2,43,1010,1009,1008,23,8,
2009-4-30,24,14,5,53,1014,1012,1010,29,8,2
2009-5-1,18,12,7,54,1020,1016,1014,27,10,1
2009-5-2,19,10,2,51,1024,1022,1020,29,8,
2009-5-3,21,10,0,49,1024,1022,1018,13,3,
2009-5-4,17,9,2,66,1020,1017,1016,27,10,3
2009-5-5,13,9,5,63,1020,1019,1016,23,10,3
2009-5-6,13,10,7,76,1016,1012,1009,35,18,5
2009-5-7,17,11,5,66,1019,1016,1012,27,16,3
2009-5-8,23,13,3,56,1019,1017,1015,16,8,1
2009-5-9,20,15,9,50,1023,1020,1016,29,11,4
2009-5-10,25,17,8,57,1020,1018,1017,26,14,4
2009-5-11,21,14,9,78,1020,1017,1013,26,10,5
2009-5-12,15,9,4,70,1022,1019,1016,23,11,5
2009-5-13,15,7,-1,59,1023,1021,1019,21,6,3
2009-5-14,16,6,-3,56,1019,1016,1014,14,5,
2009-5-15,19,9,-1,52,1015,1013,1011,19,8,6
2009-5-16,17,14,8,78,1018,1012,1009,26,11,5
2009-5-17,22,13,6,72,1021,1019,1018,13,3,3
2009-5-18,25,18,10,67,1020,1018,1017,24,11,4
2009-5-19,16,13,10,93,1023,1021,1020,16,3,4
2009-5-20,23,14,6,71,1024,1022,1021,11,2,3
2009-5-21,26,16,6,57,1021,1017,1013,14,6,
2009-5-22,23,17,12,73,1015,1012,1010,37,11,4
2009-5-23,17,13,9,70,1021,1018,1014,34,18,5
2009-5-24,21,12,4,64,1021,1019,1016,21,6,1
2009-5-25,23,17,11,62,1020,1018,1017,16,8,2
2009-5-26,26,16,7,58,1019,1015,1011,19,8,
2009-5-27,19,14,10,73,1024,1018,1011,35,13,5
2009-5-28,17,9,1,73,1024,1021,1017,47,8,4
2009-5-29,13,8,4,87,1022,1020,1018,24,13,5
2009-5-30,14,11,8,84,1022,1021,1019,19,11,5
2009-5-31,18,13,8,86,1022,1019,1016,35,11,4
2009-6-1,16,10,5,81,1018,1017,1015,21,13,5
2009-6-2,18,12,7,81,1014,1011,1007,13,3,4
2009-6-3,16,12,8,78,1008,1005,1003,39,18,4
2009-6-4,14,11,8,75,1010,1009,1008,29,16,5
2009-6-5,14,10,6,66,1011,1009,1008,32,14,2
2009-6-6,15,10,5,79,1011,1005,997,24,10,5
2009-6-7,21,16,12,77,1008,1003,997,29,14,3
2009-6-8,23,17,10,69,1014,1011,1008,23,10,2
2009-6-9,26,18,11,71,1014,1012,1010,35,10,4
2009-6-10,20,15,10,85,1017,1016,1014,14,5,4
2009-6-11,23,16,8,74,1016,1013,1010,34,10,2
2009-6-12,15,12,8,70,1016,1015,1013,47,23,3
2009-6-13,18,12,7,69,1016,1015,1014,42,19,5
2009-6-14,22,14,8,56,1019,1017,1016,29,19,2
2009-6-15,26,18,11,68,1018,1016,1012,19,6,3
2009-6-16,20,17,12,86,1021,1014,1008,42,16,4
2009-6-17,20,14,9,70,1024,1023,1021,29,13,4
2009-6-18,26,16,5,61,1023,1019,1016,26,10,2
2009-6-19,24,18,12,81,1017,1015,1013,24,6,6
2009-6-20,15,13,11,90,1020,1019,1017,11,5,4
2009-6-21,16,12,8,83,1019,1018,1017,13,3,4
2009-6-22,13,12,12,95,1017,1015,1014,24,13,6
2009-6-23,20,17,13,97,1014,1012,1010,24,16,6
2009-6-24,20,18,16,93,1011,1010,1010,21,13,5
2009-6-25,25,20,15,84,1011,1010,1009,21,10,4
2009-6-26,26,20,15,82,1011,1010,1009,37,16,4
2009-6-27,19,18,17,96,1013,1012,1011,21,13,6
2009-6-28,24,20,17,85,1014,1012,1011,16,11,5
2009-6-29,26,21,16,86,1018,1016,1014,11,6,3
2009-6-30,29,22,15,80,1019,1018,1017,19,6,3
2009-7-1,30,22,14,74,1020,1019,1018,19,5,1
2009-7-2,28,21,14,83,1019,1017,1015,37,5,4
2009-7-3,26,20,15,78,1016,1013,1011,16,5,2
2009-7-4,27,20,14,66,1011,1009,1007,19,3,2
2009-7-5,23,19,16,80,1009,1008,1007,27,11,4
2009-7-6,26,19,12,68,1008,1008,1007,19,5,3
2009-7-7,26,21,17,76,1009,1007,1005,23,10,3
2009-7-8,22,18,14,84,1008,1006,1004,27,13,4
2009-7-9,19,16,13,76,1013,1011,1008,34,14,3
2009-7-10,21,16,12,79,1013,1013,1012,37,6,3
2009-7-11,18,14,10,76,1016,1015,1013,34,11,4
2009-7-12,21,13,6,73,1016,1015,1014,16,5,2
2009-7-13,25,17,9,74,1016,1014,1013,21,5,2
2009-7-14,29,20,11,66,1017,1016,1015,16,6,2
2009-7-15,31,23,16,67,1022,1018,1016,42,8,3
2009-7-16,27,23,19,76,1022,1021,1019,29,11,5
2009-7-17,29,21,14,69,1020,1015,1010,130,5,1
2009-7-18,31,23,16,72,1010,1006,1003,39,13,3
2009-7-19,18,16,13,90,1017,1012,1007,26,16,5
2009-7-20,21,17,13,70,1018,1017,1016,24,13,2
2009-7-21,22,17,13,66,1019,1017,1015,21,11,3
2009-7-22,31,22,13,64,1015,1013,1011,21,8,4
2009-7-23,33,26,18,62,1013,1010,1005,26,10,1
2009-7-24,25,21,17,70,1014,1013,1009,32,16,2
2009-7-25,19,16,12,84,1025,1016,1013,29,13,4
2009-7-26,19,16,11,78,1021,1020,1019,34,19,4
2009-7-27,22,13,5,66,1021,1019,1017,11,3,2
2009-7-28,25,19,14,72,1022,1018,1015,32,13,2
2009-7-29,23,17,10,77,1024,1022,1021,11,5,3
2009-7-30,28,19,11,67,1021,1018,1017,21,8,
2009-7-31,24,19,14,65,1022,1021,1020,16,10,2
2009-8-1,25,18,12,64,1022,1019,1016,16,8,
2009-8-2,31,23,15,62,1016,1012,1010,14,10,1
2009-8-3,26,21,16,72,1015,1012,1009,34,13,4
2009-8-4,20,18,15,86,1019,1017,1015,16,8,5
2009-8-5,22,18,14,87,1020,1020,1019,14,5,4
2009-8-6,25,20,16,74,1021,1020,1019,24,13,3
2009-8-7,25,18,11,66,1021,1021,1020,23,8,3
2009-8-8,24,17,9,63,1021,1020,1019,21,8,2
2009-8-9,23,16,8,63,1021,1021,1020,23,11,
2009-8-10,26,17,9,62,1020,1018,1015,16,8,
2009-8-11,20,18,16,88,1016,1015,1014,13,8,5
2009-8-12,20,18,15,86,1017,1016,1015,23,11,4
2009-8-13,21,17,14,82,1015,1013,1011,29,13,4
2009-8-14,21,13,7,74,1020,1017,1015,23,8,2
2009-8-15,23,14,6,69,1021,1020,1019,19,3,
2009-8-16,28,20,12,63,1019,1018,1016,26,10,2
2009-8-17,30,22,14,58,1016,1014,1012,21,8,2
2009-8-18,23,18,13,63,1022,1017,1012,27,14,3
2009-8-19,23,14,7,68,1026,1024,1022,16,3,2
2009-8-20,26,17,8,62,1027,1026,1023,14,5,
2009-8-21,29,19,9,60,1023,1020,1018,13,8,
2009-8-22,22,18,15,82,1022,1020,1018,23,8,5
2009-8-23,21,16,10,77,1024,1023,1022,21,11,3
2009-8-24,20,13,6,79,1023,1020,1017,23,10,4
2009-8-25,26,17,9,70,1017,1016,1015,23,11,1
2009-8-26,27,20,13,65,1017,1017,1016,21,8,
2009-8-27,26,21,15,76,1019,1017,1017,21,5,3
2009-8-28,28,20,12,72,1018,1015,1012,13,6,2
2009-8-29,22,18,14,88,1019,1015,1011,24,8,3
2009-8-30,19,14,9,73,1022,1021,1019,16,8,1
2009-8-31,21,13,7,69,1024,1023,1021,16,6,
2009-9-1,25,16,7,63,1022,1020,1016,13,8,
2009-9-2,25,18,10,72,1016,1015,1014,23,10,4
2009-9-3,26,19,13,75,1014,1009,1006,26,10,3
2009-9-4,17,16,14,86,1012,1010,1008,23,10,2
2009-9-5,16,13,12,78,1019,1014,1008,40,18,4
2009-9-6,17,13,11,71,1024,1022,1019,26,14,4
2009-9-7,21,14,8,76,1026,1025,1024,11,6,3
2009-9-8,20,12,4,78,1029,1027,1026,16,5,2
2009-9-9,23,14,6,79,1028,1026,1025,24,8,1
2009-9-10,25,17,8,71,1025,1024,1023,23,5,
2009-9-11,24,17,11,77,1024,1024,1023,23,5,3
2009-9-12,18,16,13,91,1023,1021,1019,13,6,5
2009-9-13,18,14,12,81,1019,1016,1014,16,6,4
2009-9-14,17,12,8,90,1021,1018,1016,21,8,5
2009-9-15,22,16,9,87,1021,1020,1019,21,10,5
2009-9-16,25,18,10,76,1019,1016,1014,16,5,3
2009-9-17,21,17,13,88,1018,1014,1013,16,11,2
2009-9-18,19,14,9,76,1022,1020,1018,21,8,4
2009-9-19,18,12,7,72,1022,1021,1020,27,13,
2009-9-20,23,14,7,74,1020,1020,1019,16,8,
2009-9-21,24,17,9,83,1023,1022,1020,14,3,3
2009-9-22,23,16,9,82,1025,1024,1023,14,3,1
2009-9-23,23,16,9,79,1024,1023,1021,21,5,2
2009-9-24,18,14,10,83,1023,1021,1020,16,6,5
2009-9-25,16,10,4,82,1026,1024,1021,14,6,2
2009-9-26,20,10,1,81,1029,1027,1026,10,2,2
2009-9-27,21,12,3,79,1029,1027,1024,11,2,
2009-9-28,20,12,5,76,1024,1020,1016,26,6,2
2009-9-29,16,13,11,87,1016,1013,1011,32,18,6
2009-9-30,12,7,3,80,1018,1016,1014,23,10,3
2009-10-1,16,11,7,85,1015,1009,1006,29,14,4
2009-10-2,12,8,5,82,1015,1013,1010,24,16,5
2009-10-3,14,9,5,75,1017,1015,1011,21,11,3
2009-10-4,16,12,9,67,1012,1009,1008,35,16,3
2009-10-5,14,9,4,75,1019,1017,1012,29,14,2
2009-10-6,12,9,7,94,1018,1017,1016,13,8,6
2009-10-7,23,17,12,82,1016,1015,1013,27,13,4
2009-10-8,23,17,12,74,1016,1012,1010,26,13,5
2009-10-9,13,7,1,80,1023,1021,1017,21,11,4
2009-10-10,9,4,2,92,1023,1016,1012,23,11,5
2009-10-11,13,11,9,92,1012,1010,1007,26,10,6
2009-10-12,11,8,6,91,1009,1004,1000,27,14,6
2009-10-13,6,4,3,87,1013,1012,1009,34,23,6
2009-10-14,3,1,0,97,1012,1008,1006,29,24,6
2009-10-15,1,0,0,97,1015,1010,1006,26,16,6
2009-10-16,3,1,0,92,1015,1012,1009,21,14,6
2009-10-17,4,3,2,96,1017,1013,1009,16,8,6
2009-10-18,5,3,2,94,1019,1017,1016,11,2,6
2009-10-19,7,3,0,90,1022,1020,1019,14,3,4
2009-10-20,5,3,2,94,1018,1015,1014,16,11,6
2009-10-21,9,4,0,88,1015,1014,1012,13,8,4
2009-10-22,11,4,-1,91,1012,1009,1007,16,10,6
2009-10-23,11,9,7,95,1014,1009,1006,21,10,6
2009-10-24,7,6,6,92,1019,1017,1014,11,6,6
2009-10-25,10,8,6,94,1019,1018,1017,11,3,5
2009-10-26,12,8,4,93,1018,1017,1017,14,8,4
2009-10-27,10,8,7,95,1020,1018,1017,23,11,6
2009-10-28,9,6,3,90,1020,1019,1019,21,13,5
2009-10-29,7,2,-2,94,1026,1021,1018,14,3,4
2009-10-30,3,0,-2,88,1031,1030,1026,13,5,6
2009-10-31,5,0,-4,85,1031,1030,1028,11,3,5
2009-11-1,4,-1,-6,82,1028,1023,1018,23,11,3
2009-11-2,8,2,-4,80,1018,1011,1005,19,8,
2009-11-3,3,-1,-5,80,1005,1003,1002,24,16,
2009-11-4,6,0,-5,78,1001,997,994,16,11,6
2009-11-5,8,4,0,84,1009,1003,998,14,8,4
2009-11-6,10,4,-1,86,1013,1011,1009,16,8,5
2009-11-7,7,3,1,97,1009,1006,1004,10,3,6
2009-11-8,9,6,2,97,1008,1007,1004,21,8,6
2009-11-9,10,8,6,99,1010,1006,1004,14,8,6
2009-11-10,6,4,4,100,1010,1007,1004,21,8,7
2009-11-11,5,4,4,97,1004,1001,1000,24,19,6
2009-11-12,5,4,4,95,1012,1008,1003,26,21,6
2009-11-13,8,6,3,90,1018,1016,1012,14,10,4
2009-11-14,14,8,3,87,1018,1017,1015,13,6,
2009-11-15,11,6,0,91,1016,1015,1014,19,5,4
2009-11-16,12,6,0,90,1015,1014,1013,13,5,1
2009-11-17,12,9,6,90,1015,1013,1010,55,11,5
2009-11-18,12,9,7,82,1021,1018,1011,32,21,5
2009-11-19,11,8,6,79,1024,1022,1017,27,21,6
2009-11-20,14,9,5,74,1025,1025,1024,16,10,
2009-11-21,14,9,2,76,1027,1026,1024,16,8,
2009-11-22,11,6,0,87,1024,1017,1014,23,6,
2009-11-23,9,7,4,84,1014,1011,1008,29,14,3
2009-11-24,10,8,7,74,1012,1008,1005,32,24,4
2009-11-25,13,10,7,82,1015,1013,1011,24,16,4
2009-11-26,11,8,5,78,1014,1012,1010,26,11,3
2009-11-27,10,6,2,82,1014,1011,1008,21,10,
2009-11-28,8,6,4,82,1012,1011,1010,19,13,
2009-11-29,11,4,-1,79,1011,1009,1007,16,8,
2009-11-30,14,9,5,65,1007,1002,999,19,11,
2009-12-1,13,10,7,74,1005,1003,1001,11,6,5
2009-12-2,7,2,-2,92,1016,1013,1005,24,13,6
2009-12-3,6,1,-3,96,1016,1013,1010,14,8,5
2009-12-4,5,2,0,96,1013,1010,1008,19,8,6
2009-12-5,4,3,2,97,1016,1015,1013,13,5,6
2009-12-6,6,3,1,87,1016,1014,1012,19,10,5
2009-12-7,6,4,3,90,1016,1014,1012,26,16,6
2009-12-8,4,2,1,99,1015,1013,1011,11,5,5
2009-12-9,4,3,3,98,1026,1020,1014,16,6,6
2009-12-10,4,2,1,91,1026,1022,1017,11,6,6
2009-12-11,3,2,1,88,1021,1018,1016,24,13,5
2009-12-12,1,-1,-4,88,1021,1021,1020,23,11,6
2009-12-13,-3,-6,-7,79,1022,1021,1020,19,13,6
2009-12-14,-3,-4,-5,88,1021,1020,1019,14,11,6
2009-12-15,-2,-3,-6,86,1019,1017,1014,26,10,6
2009-12-16,-6,-7,-8,89,1014,1010,1005,23,18,6
2009-12-17,-8,-10,-12,93,1006,1004,1003,13,6,6
2009-12-18,-12,-16,-21,87,1007,1006,1005,16,11,4
2009-12-19,-12,-17,-21,87,1006,1005,1002,14,6,1
2009-12-20,-13,-14,-16,88,1005,1004,1002,19,10,3
2009-12-21,-3,-8,-13,80,1007,1005,1001,27,16,5
2009-12-22,4,-2,-8,81,1004,999,996,13,10,5
2009-12-23,8,4,1,92,1006,996,988,32,11,6
2009-12-24,7,3,0,95,1006,1001,995,24,13,6
